transaction_id,customer_id,transaction_hour,account_age_days,previous_chargebacks,merchant_category,transaction_country,device_type,is_international,is_high_risk_merchant,transaction_amount,transaction_velocity_1h,transaction_velocity_24h,avg_transaction_amount_30d,risk_label
TXN0003021,CUST00117,23,225.0,0.0,fashion,US,mobile,0,0,126.27,1.0,3.0,289.93,0
TXN0003022,CUST00276,8,14.0,0.0,fashion,US,mobile,0,0,136.99,0.0,2.0,273.34,0
TXN0003023,CUST00725,3,339.0,0.0,electronics,UK,mobile,1,0,103.27,4.0,9.0,449.37,1
TXN0003024,CUST00219,14,97.0,1.0,electronics,US,mobile,0,0,2125.79,3.0,5.0,459.4,1
TXN0003025,CUST00904,11,199.0,0.0,electronics,US,desktop,0,0,579.87,1.0,1.0,401.6,0
TXN0003026,CUST00025,22,406.0,0.0,restaurant,US,mobile,0,0,133.16,0.0,3.0,192.65,0
TXN0003027,CUST00520,2,717.0,0.0,grocery,AU,mobile,1,0,100.92,5.0,5.0,612.9,0
TXN0003028,CUST00782,22,1555.0,1.0,electronics,US,mobile,0,0,792.05,2.0,10.0,432.25,0
TXN0003029,CUST00009,13,913.0,1.0,online_services,UK,mobile,1,1,235.02,1.0,6.0,204.01,0
TXN0003030,CUST00983,16,262.0,0.0,grocery,UK,tablet,1,0,430.37,0.0,0.0,275.51,0
TXN0003031,CUST00377,18,102.0,0.0,fuel,US,mobile,0,0,246.7,1.0,2.0,260.84,0
TXN0003032,CUST00632,5,363.0,0.0,travel,US,mobile,0,1,183.03,0.0,2.0,447.0,0
TXN0003033,CUST00636,3,1041.0,0.0,travel,US,mobile,0,1,554.01,0.0,5.0,205.3,0
TXN0003034,CUST00681,6,1056.0,0.0,grocery,US,desktop,0,0,115.04,0.0,0.0,202.74,0
TXN0003035,CUST00583,18,1237.0,0.0,fuel,CA,mobile,1,0,173.94,0.0,2.0,344.34,0
TXN0003036,CUST00151,16,788.0,0.0,travel,CA,mobile,1,1,93.92,4.0,6.0,398.96,0
TXN0003037,CUST00719,15,130.0,1.0,travel,US,mobile,0,1,230.87,0.0,9.0,156.5,0
TXN0003038,CUST00048,14,371.0,0.0,travel,US,mobile,0,1,118.48,1.0,2.0,256.84,0
TXN0003039,CUST00153,21,253.0,0.0,fashion,CA,desktop,1,0,128.02,2.0,1.0,800.92,0
TXN0003040,CUST00858,7,609.0,0.0,fuel,US,mobile,0,0,118.92,0.0,2.0,297.8,0
TXN0003041,CUST00292,18,1280.0,0.0,fashion,US,desktop,0,0,227.43,1.0,4.0,835.48,0
TXN0003042,CUST00579,7,1235.0,0.0,grocery,US,mobile,0,0,225.96,0.0,4.0,227.92,0
TXN0003043,CUST00049,17,117.0,0.0,grocery,UK,mobile,1,0,70.71,2.0,4.0,52.15,0
TXN0003044,CUST00663,15,623.0,0.0,restaurant,CA,desktop,1,0,463.03,0.0,3.0,488.86,0
TXN0003045,CUST00530,19,756.0,0.0,fashion,IN,mobile,1,0,72.76,1.0,3.0,343.52,0
TXN0003046,CUST00611,18,409.0,0.0,grocery,US,desktop,0,0,61.43,0.0,1.0,332.75,0
TXN0003047,CUST00059,9,430.0,0.0,fashion,US,mobile,0,0,560.51,1.0,5.0,421.88,0
TXN0003048,CUST00166,16,147.0,0.0,restaurant,UK,tablet,1,0,101.27,0.0,1.0,249.05,0
TXN0003049,CUST00201,12,632.0,0.0,grocery,CA,mobile,1,0,325.6,0.0,0.0,182.19,0
TXN0003050,CUST00856,12,375.0,0.0,grocery,US,mobile,0,0,153.38,0.0,0.0,458.79,0
TXN0003051,CUST00145,6,270.0,0.0,grocery,US,mobile,0,0,109.5,3.0,1.0,385.8,0
TXN0003052,CUST00914,9,653.0,0.0,grocery,US,mobile,0,0,94.77,0.0,3.0,327.01,0
TXN0003053,CUST00675,1,301.0,0.0,electronics,CA,desktop,1,0,331.72,2.0,4.0,425.39,0
TXN0003054,CUST00969,3,678.0,1.0,fuel,US,mobile,0,0,316.49,3.0,10.0,254.59,1
TXN0003055,CUST00992,5,485.0,1.0,fuel,IN,tablet,1,0,1727.55,0.0,4.0,634.98,0
TXN0003056,CUST00438,23,224.0,1.0,fashion,US,mobile,0,0,218.2,5.0,3.0,260.46,0
TXN0003057,CUST00241,17,658.0,0.0,fashion,US,mobile,0,0,759.0,0.0,0.0,339.34,0
TXN0003058,CUST00580,22,1260.0,0.0,fashion,US,desktop,0,0,46.36,0.0,1.0,194.13,0
TXN0003059,CUST00686,5,903.0,0.0,restaurant,US,desktop,0,0,307.38,0.0,1.0,338.08,0
TXN0003060,CUST00560,22,463.0,0.0,online_services,UK,mobile,1,1,95.55,3.0,10.0,432.43,1
TXN0003061,CUST00482,16,421.0,0.0,electronics,CA,tablet,1,0,68.5,1.0,0.0,259.7,0
TXN0003062,CUST00107,13,465.0,0.0,online_services,US,tablet,0,1,225.87,0.0,0.0,179.58,0
TXN0003063,CUST00225,23,270.0,0.0,fashion,US,tablet,0,0,420.19,1.0,2.0,417.47,0
TXN0003064,CUST00672,10,855.0,1.0,fashion,CA,desktop,1,0,658.89,3.0,7.0,482.67,1
TXN0003065,CUST00630,18,402.0,0.0,grocery,US,desktop,0,0,236.23,1.0,1.0,255.99,0
TXN0003066,CUST00660,1,596.0,2.0,online_services,US,mobile,0,1,961.93,4.0,11.0,689.28,1
TXN0003067,CUST00976,2,1333.0,0.0,grocery,US,desktop,0,0,400.86,1.0,1.0,323.18,0
TXN0003068,CUST00661,10,497.0,0.0,online_services,US,mobile,0,1,912.83,0.0,2.0,656.87,0
TXN0003069,CUST00431,5,618.0,2.0,online_services,US,mobile,0,1,367.62,1.0,15.0,278.34,0
TXN0003070,CUST00804,13,764.0,0.0,grocery,US,mobile,0,0,358.78,0.0,0.0,530.5,0
TXN0003071,CUST00654,18,743.0,0.0,fashion,US,tablet,0,0,154.69,0.0,4.0,714.64,0
TXN0003072,CUST00418,15,557.0,0.0,grocery,IN,mobile,1,0,-212.77,1.0,0.0,272.0,0
TXN0003073,CUST00987,20,568.0,1.0,fashion,US,desktop,0,0,1463.19,5.0,6.0,724.36,0
TXN0003074,CUST00454,21,238.0,0.0,online_services,US,mobile,0,1,282.82,0.0,2.0,632.2,0
TXN0003075,CUST00159,23,825.0,0.0,restaurant,CA,mobile,1,0,134.73,0.0,4.0,300.23,0
TXN0003076,CUST00522,6,479.0,0.0,restaurant,US,mobile,0,0,266.06,1.0,1.0,271.4,0
TXN0003077,CUST00649,7,447.0,0.0,travel,US,mobile,0,1,324.5,0.0,1.0,732.98,0
TXN0003078,CUST00968,18,218.0,0.0,electronics,US,tablet,0,0,405.29,1.0,3.0,723.84,0
TXN0003079,CUST00589,19,244.0,1.0,grocery,IN,mobile,1,0,2026.19,3.0,12.0,1054.61,1
TXN0003080,CUST00076,15,667.0,0.0,fuel,US,desktop,0,0,1026.57,0.0,0.0,751.2,0
TXN0003081,CUST00508,21,1412.0,1.0,grocery,AU,mobile,1,0,801.22,1.0,8.0,505.64,1
TXN0003082,CUST00440,6,103.0,0.0,electronics,UK,tablet,1,0,101.24,0.0,2.0,291.09,0
TXN0003083,CUST00253,8,349.0,0.0,online_services,UK,desktop,1,1,315.24,5.0,13.0,681.81,1
TXN0003084,CUST00920,12,175.0,2.0,electronics,UK,mobile,1,0,249.51,1.0,8.0,502.13,0
TXN0003085,CUST00769,0,912.0,0.0,online_services,US,mobile,0,1,1120.74,2.0,7.0,322.66,0
TXN0003086,CUST00319,7,173.0,0.0,travel,US,mobile,0,1,156.65,1.0,1.0,174.81,0
TXN0003087,CUST00802,23,237.0,4.0,electronics,US,mobile,0,0,862.42,4.0,3.0,479.54,1
TXN0003088,CUST00262,21,382.0,0.0,fashion,US,mobile,0,0,314.95,0.0,4.0,192.11,0
TXN0003089,CUST00596,3,1512.0,0.0,grocery,IN,tablet,1,0,297.53,0.0,8.0,273.38,0
TXN0003090,CUST00657,2,478.0,0.0,electronics,US,desktop,0,0,69.07,0.0,2.0,354.49,0
TXN0003091,CUST00834,2,586.0,0.0,fashion,US,mobile,0,0,130.24,2.0,5.0,574.76,0
TXN0003092,CUST00553,21,662.0,1.0,electronics,CA,tablet,1,0,534.28,2.0,10.0,619.27,1
TXN0003093,CUST00373,12,371.0,0.0,fuel,IN,mobile,1,0,181.41,1.0,2.0,371.84,0
TXN0003094,CUST00636,7,69.0,0.0,fashion,IN,mobile,1,0,263.56,2.0,7.0,229.84,0
TXN0003095,CUST00166,6,831.0,0.0,restaurant,CA,mobile,1,0,144.16,1.0,1.0,195.84,0
TXN0003096,CUST00936,0,238.0,0.0,fashion,US,mobile,0,0,362.14,0.0,2.0,245.19,0
TXN0003097,CUST00752,15,1347.0,0.0,travel,US,mobile,0,1,226.55,0.0,2.0,519.11,0
TXN0003098,CUST00458,5,167.0,0.0,online_services,US,mobile,0,1,414.04,2.0,2.0,627.75,0
TXN0003099,CUST00998,6,396.0,0.0,fashion,US,desktop,0,0,74.58,0.0,3.0,239.08,0
TXN0003100,CUST00279,11,436.0,0.0,electronics,US,tablet,0,0,457.02,0.0,1.0,363.72,0
TXN0003101,CUST00699,22,546.0,0.0,restaurant,IN,desktop,1,0,900.94,0.0,1.0,234.22,0
TXN0003102,CUST00301,8,591.0,0.0,restaurant,AU,mobile,1,0,215.38,0.0,3.0,395.31,0
TXN0003103,CUST00530,10,398.0,0.0,fashion,UK,mobile,1,0,642.69,0.0,1.0,314.98,0
TXN0003104,CUST00579,9,330.0,0.0,electronics,UK,mobile,1,0,239.32,0.0,1.0,256.52,0
TXN0003105,CUST00217,20,188.0,1.0,restaurant,US,desktop,0,0,434.88,1.0,9.0,416.53,0
TXN0003106,CUST00101,0,903.0,0.0,fuel,US,mobile,0,0,289.67,0.0,3.0,500.94,0
TXN0003107,CUST00553,17,924.0,0.0,fashion,AU,mobile,1,0,858.65,0.0,1.0,613.29,0
TXN0003108,CUST00287,3,316.0,0.0,fashion,US,mobile,0,0,805.21,2.0,2.0,584.41,0
TXN0003109,CUST00166,4,740.0,0.0,online_services,UK,tablet,1,1,161.98,1.0,6.0,195.58,0
TXN0003110,CUST00620,8,1296.0,0.0,fashion,US,mobile,0,0,107.45,0.0,3.0,200.47,0
TXN0003111,CUST00035,16,401.0,0.0,restaurant,AU,tablet,1,0,228.22,0.0,1.0,393.34,0
TXN0003112,CUST00743,2,595.0,0.0,grocery,UK,mobile,1,0,138.98,3.0,4.0,262.71,0
TXN0003113,CUST00740,15,223.0,0.0,electronics,UK,desktop,1,0,332.25,0.0,2.0,477.12,0
TXN0003114,CUST00352,4,67.0,0.0,travel,US,mobile,0,1,856.81,1.0,5.0,387.33,0
TXN0003115,CUST00675,15,-1024.0,0.0,travel,US,desktop,0,1,170.25,2.0,2.0,401.81,0
TXN0003116,CUST00898,2,58.0,0.0,electronics,US,mobile,0,0,3253.0,1.0,3.0,611.15,0
TXN0003117,CUST00072,19,284.0,0.0,grocery,US,mobile,0,0,457.68,0.0,4.0,346.66,0
TXN0003118,CUST00647,14,409.0,2.0,online_services,AU,mobile,1,1,1360.54,3.0,6.0,573.25,1
TXN0003119,CUST00352,2,139.0,0.0,online_services,CA,mobile,1,1,467.53,1.0,8.0,334.72,0
TXN0003120,CUST00890,19,624.0,0.0,online_services,US,desktop,0,1,237.52,1.0,1.0,353.56,0
TXN0003121,CUST00069,13,751.0,0.0,online_services,US,desktop,0,1,219.29,1.0,1.0,228.31,0
TXN0003122,CUST00424,15,609.0,0.0,electronics,CA,desktop,1,0,263.77,2.0,1.0,470.15,0
TXN0003123,CUST00998,16,573.0,0.0,fashion,US,mobile,0,0,172.05,0.0,3.0,176.54,0
TXN0003124,CUST00707,23,441.0,3.0,fuel,US,mobile,0,0,1525.54,3.0,8.0,596.71,0
TXN0003125,CUST00780,19,371.0,0.0,electronics,US,tablet,0,0,709.74,0.0,2.0,302.84,0
TXN0003126,CUST00560,22,1021.0,0.0,electronics,US,desktop,0,0,451.4,0.0,4.0,355.19,0
TXN0003127,CUST00827,17,935.0,0.0,fuel,US,mobile,0,0,225.88,0.0,0.0,251.56,0
TXN0003128,CUST00641,17,202.0,0.0,restaurant,US,desktop,0,0,177.27,0.0,2.0,402.62,0
TXN0003129,CUST00955,21,304.0,0.0,travel,UK,desktop,1,1,581.71,2.0,5.0,390.41,0
TXN0003130,CUST00516,13,819.0,1.0,travel,UK,mobile,1,1,1101.14,3.0,7.0,451.79,1
TXN0003131,CUST00427,17,655.0,0.0,fashion,US,mobile,0,0,381.91,1.0,3.0,400.95,0
TXN0003132,CUST00538,14,453.0,0.0,fuel,US,mobile,0,0,312.54,0.0,3.0,327.96,0
TXN0003133,CUST00159,14,158.0,0.0,online_services,AU,tablet,1,1,135.05,1.0,13.0,414.64,0
TXN0003134,CUST00148,5,515.0,0.0,online_services,UK,mobile,1,1,854.67,1.0,8.0,354.96,0
TXN0003135,CUST00775,14,307.0,0.0,fashion,US,mobile,0,0,1742.39,0.0,2.0,388.77,0
TXN0003136,CUST00229,17,81.0,0.0,restaurant,US,desktop,0,0,173.18,1.0,0.0,128.19,0
TXN0003137,CUST00711,3,1964.0,0.0,fashion,US,desktop,0,0,237.11,1.0,0.0,252.56,0
TXN0003138,CUST00561,22,40.0,0.0,fuel,US,tablet,0,0,180.46,1.0,2.0,319.24,0
TXN0003139,CUST00066,7,194.0,0.0,fuel,IN,mobile,1,0,143.98,0.0,4.0,236.62,0
TXN0003140,CUST00811,14,1036.0,0.0,grocery,US,desktop,0,0,394.27,1.0,1.0,356.08,0
TXN0003141,CUST00380,2,1248.0,0.0,restaurant,UK,mobile,1,0,153.97,1.0,4.0,305.21,0
TXN0003142,CUST00057,14,582.0,0.0,fuel,US,mobile,0,0,113.96,1.0,1.0,453.03,0
TXN0003143,CUST00258,12,551.0,0.0,fuel,IN,mobile,1,0,349.67,0.0,4.0,650.16,0
TXN0003144,CUST00341,8,293.0,0.0,restaurant,US,desktop,0,0,121.54,2.0,1.0,339.17,0
TXN0003145,CUST00837,1,731.0,2.0,online_services,US,desktop,0,1,468.17,2.0,1.0,375.12,1
TXN0003146,CUST00129,23,862.0,0.0,electronics,US,mobile,0,0,142.45,0.0,2.0,483.0,0
TXN0003147,CUST00726,7,1378.0,0.0,online_services,US,mobile,0,1,354.25,1.0,1.0,351.48,0
TXN0003148,CUST00171,19,134.0,0.0,electronics,US,desktop,0,0,259.65,0.0,0.0,356.67,0
TXN0003149,CUST00769,16,325.0,0.0,grocery,US,mobile,0,0,54.87,0.0,2.0,320.17,0
TXN0003150,CUST00613,12,185.0,0.0,online_services,US,mobile,0,1,307.54,0.0,4.0,306.75,0
TXN0003151,CUST00208,0,424.0,0.0,fuel,US,mobile,0,0,126.45,0.0,3.0,369.32,0
TXN0003152,CUST00802,1,741.0,0.0,restaurant,US,mobile,0,0,837.25,0.0,4.0,474.77,0
TXN0003153,CUST00353,14,552.0,0.0,restaurant,UK,mobile,1,0,46.7,0.0,1.0,272.24,0
TXN0003154,CUST00470,11,490.0,0.0,electronics,US,desktop,0,0,330.56,0.0,1.0,287.84,0
TXN0003155,CUST00797,13,153.0,0.0,online_services,UK,mobile,1,1,456.04,3.0,8.0,634.59,0
TXN0003156,CUST00115,1,95.0,0.0,travel,AU,desktop,1,1,329.06,1.0,10.0,411.3,1
TXN0003157,CUST00263,17,704.0,0.0,travel,CA,mobile,1,1,195.79,2.0,8.0,401.92,0
TXN0003158,CUST00661,21,284.0,0.0,fuel,US,mobile,0,0,264.08,0.0,2.0,680.7,0
TXN0003159,CUST00811,6,394.0,0.0,electronics,US,desktop,0,0,216.96,0.0,1.0,348.94,0
TXN0003160,CUST00441,22,298.0,0.0,fuel,US,mobile,0,0,361.34,1.0,3.0,511.8,0
TXN0003161,CUST00547,5,117.0,0.0,fashion,US,desktop,0,0,277.6,2.0,2.0,126.94,0
TXN0003162,CUST00452,13,592.0,1.0,restaurant,US,desktop,0,0,1187.32,2.0,10.0,450.7,0
TXN0003163,CUST00844,7,669.0,0.0,online_services,US,tablet,0,1,318.57,0.0,1.0,616.94,0
TXN0003164,CUST00476,21,1016.0,0.0,online_services,US,tablet,0,1,267.05,0.0,,597.69,0
TXN0003165,CUST00286,1,300.0,1.0,fuel,US,mobile,0,0,716.18,3.0,6.0,631.02,1
TXN0003166,CUST00302,16,306.0,0.0,grocery,US,mobile,0,0,298.23,3.0,3.0,747.64,0
TXN0003167,CUST00310,4,195.0,0.0,online_services,US,mobile,0,1,990.93,2.0,11.0,436.86,0
TXN0003168,CUST00207,13,870.0,1.0,travel,US,desktop,0,1,670.85,2.0,14.0,515.02,1
TXN0003169,CUST00617,23,734.0,0.0,fuel,US,mobile,0,0,88.35,3.0,2.0,132.56,0
TXN0003170,CUST00445,19,93.0,0.0,fashion,US,desktop,0,0,587.98,2.0,1.0,262.07,0
TXN0003171,CUST00669,20,634.0,0.0,restaurant,AU,mobile,1,0,1287.6,3.0,2.0,361.2,0
TXN0003172,CUST00632,20,1044.0,0.0,online_services,CA,mobile,1,1,388.4,2.0,12.0,587.08,0
TXN0003173,CUST00054,21,387.0,0.0,fashion,US,mobile,0,0,1178.45,0.0,2.0,524.4,0
TXN0003174,CUST00911,2,132.0,0.0,fuel,AU,mobile,1,0,274.34,2.0,9.0,268.47,0
TXN0003175,CUST00011,4,1294.0,0.0,restaurant,US,mobile,0,0,2589.41,1.0,1.0,680.59,0
TXN0003176,CUST00656,15,272.0,0.0,restaurant,US,mobile,0,0,75.58,0.0,3.0,233.27,0
TXN0003177,CUST00399,17,93.0,1.0,electronics,US,mobile,0,0,822.53,5.0,6.0,381.22,1
TXN0003178,CUST00907,16,194.0,0.0,electronics,CA,mobile,1,0,395.16,0.0,2.0,695.08,0
TXN0003179,CUST00647,10,373.0,1.0,grocery,US,mobile,0,0,490.88,4.0,6.0,631.55,0
TXN0003180,CUST00979,16,301.0,0.0,grocery,US,mobile,0,0,630.33,0.0,2.0,556.56,0
TXN0003181,CUST00514,15,491.0,0.0,online_services,US,desktop,0,1,379.02,0.0,0.0,302.34,0
TXN0003182,CUST00655,22,574.0,0.0,fashion,AU,desktop,1,0,205.93,1.0,4.0,841.81,0
TXN0003183,CUST00541,1,468.0,0.0,electronics,US,mobile,0,0,345.09,0.0,1.0,556.38,0
TXN0003184,CUST00236,3,343.0,0.0,restaurant,US,mobile,0,0,286.93,0.0,2.0,178.23,0
TXN0003185,CUST00278,20,207.0,0.0,electronics,US,mobile,0,0,411.48,0.0,6.0,204.0,0
TXN0003186,CUST00347,6,242.0,0.0,restaurant,CA,tablet,1,0,203.09,0.0,3.0,722.06,0
TXN0003187,CUST00626,1,629.0,0.0,electronics,US,mobile,0,0,41.74,1.0,1.0,353.42,0
TXN0003188,CUST00103,5,511.0,0.0,restaurant,UK,desktop,1,0,488.39,1.0,1.0,272.69,0
TXN0003189,CUST00629,16,1071.0,0.0,fashion,US,mobile,0,0,232.27,0.0,1.0,192.38,0
TXN0003190,CUST00516,6,406.0,1.0,electronics,US,mobile,0,0,429.07,3.0,4.0,496.83,0
TXN0003191,CUST00979,4,337.0,0.0,travel,US,desktop,0,1,181.31,2.0,6.0,681.9,0
TXN0003192,CUST00871,4,193.0,0.0,travel,US,mobile,0,1,209.08,1.0,9.0,646.3,0
TXN0003193,CUST00247,19,774.0,1.0,restaurant,AU,mobile,1,0,244.72,4.0,6.0,271.87,0
TXN0003194,CUST00363,15,762.0,0.0,fashion,UK,tablet,1,0,120.23,1.0,2.0,228.86,0
TXN0003195,CUST00320,18,1399.0,0.0,restaurant,IN,mobile,1,0,223.2,1.0,4.0,128.89,0
TXN0003196,CUST00632,8,679.0,0.0,fashion,CA,mobile,1,0,213.54,1.0,2.0,479.29,0
TXN0003197,CUST00285,4,,0.0,grocery,US,mobile,0,0,115.95,0.0,1.0,192.84,0
TXN0003198,CUST00148,7,1052.0,0.0,electronics,UK,tablet,1,0,87.3,0.0,5.0,380.96,0
TXN0003199,CUST00083,8,420.0,0.0,fashion,CA,desktop,1,0,123.67,0.0,3.0,240.6,0
TXN0003200,CUST00965,4,852.0,0.0,restaurant,US,mobile,0,0,310.25,0.0,2.0,639.57,0
TXN0003201,CUST00405,9,1664.0,0.0,online_services,US,tablet,0,1,145.89,0.0,4.0,125.04,0
TXN0003202,CUST00977,1,937.0,0.0,online_services,US,mobile,0,1,491.58,3.0,5.0,587.23,0
TXN0003203,CUST00455,8,256.0,0.0,grocery,US,mobile,0,0,619.99,1.0,1.0,466.08,0
TXN0003204,CUST00742,10,234.0,1.0,online_services,US,mobile,0,1,2936.45,0.0,12.0,794.02,1
TXN0003205,CUST00799,3,364.0,0.0,restaurant,IN,desktop,1,0,403.28,4.0,5.0,323.37,0
TXN0003206,CUST00160,21,489.0,0.0,travel,CA,desktop,1,1,343.07,6.0,5.0,357.83,0
TXN0003207,CUST00783,21,330.0,1.0,travel,US,mobile,0,1,2557.26,3.0,7.0,1467.27,1
TXN0003208,CUST00459,21,636.0,0.0,electronics,US,mobile,0,0,92.33,0.0,1.0,705.37,0
TXN0003209,CUST00549,1,198.0,0.0,fuel,US,tablet,0,0,403.86,0.0,2.0,573.56,0
TXN0003210,CUST00499,22,433.0,0.0,electronics,US,desktop,0,0,522.9,0.0,1.0,248.15,0
TXN0003211,CUST00737,5,175.0,0.0,online_services,US,desktop,0,1,242.67,1.0,4.0,204.21,0
TXN0003212,CUST00508,13,971.0,0.0,grocery,CA,mobile,1,0,472.53,2.0,3.0,484.05,0
TXN0003213,CUST00653,0,144.0,0.0,online_services,AU,desktop,1,1,461.57,1.0,7.0,554.75,0
TXN0003214,CUST00803,17,169.0,0.0,travel,US,desktop,0,1,252.54,0.0,2.0,206.55,0
TXN0003215,CUST00480,6,1009.0,0.0,fashion,US,tablet,0,0,328.06,0.0,3.0,983.62,0
TXN0003216,CUST00662,0,703.0,0.0,travel,US,mobile,0,1,320.37,3.0,8.0,252.9,0
TXN0003217,CUST00113,0,385.0,0.0,fuel,US,desktop,0,0,80.5,0.0,2.0,167.28,0
TXN0003218,CUST00748,0,543.0,0.0,electronics,US,tablet,0,0,162.24,0.0,2.0,492.58,0
TXN0003219,CUST00577,23,417.0,0.0,restaurant,AU,mobile,1,0,253.12,0.0,1.0,518.34,0
TXN0003220,CUST00360,3,720.0,0.0,online_services,IN,desktop,1,1,1004.07,1.0,5.0,516.72,0
TXN0003221,CUST00340,3,78.0,0.0,grocery,AU,tablet,1,0,1392.4,3.0,6.0,603.18,0
TXN0003222,CUST00769,17,711.0,0.0,fuel,AU,mobile,1,0,249.52,1.0,1.0,376.75,0
TXN0003223,CUST00986,10,297.0,0.0,travel,IN,desktop,1,1,593.74,1.0,7.0,425.35,0
TXN0003224,CUST00760,0,1702.0,0.0,fashion,AU,mobile,1,0,193.64,1.0,8.0,230.97,0
TXN0003225,CUST00968,9,182.0,2.0,fuel,UK,mobile,1,0,1629.3,2.0,2.0,746.36,0
TXN0003226,CUST00448,8,838.0,0.0,fashion,US,mobile,0,0,217.03,0.0,3.0,236.77,0
TXN0003227,CUST00842,22,454.0,0.0,fashion,US,mobile,0,0,117.49,0.0,1.0,524.84,0
TXN0003228,CUST00834,3,107.0,0.0,grocery,US,desktop,0,0,1987.83,0.0,0.0,434.83,0
TXN0003229,CUST00179,5,1174.0,0.0,fashion,US,mobile,0,0,364.8,0.0,3.0,384.22,0
TXN0003230,CUST00701,15,888.0,0.0,fashion,CA,tablet,1,0,56.11,1.0,1.0,222.57,0
TXN0003231,CUST00406,1,994.0,2.0,travel,US,mobile,0,1,1809.75,1.0,7.0,504.54,0
TXN0003232,CUST00665,22,2093.0,0.0,grocery,US,desktop,0,0,279.12,0.0,3.0,327.3,0
TXN0003233,CUST00195,17,360.0,0.0,restaurant,US,mobile,0,0,489.62,0.0,1.0,805.13,0
TXN0003234,CUST00465,9,741.0,0.0,restaurant,US,mobile,0,0,377.49,1.0,1.0,899.68,0
TXN0003235,CUST00310,23,660.0,0.0,fashion,US,mobile,0,0,132.84,1.0,1.0,445.96,0
TXN0003236,CUST00261,23,52.0,0.0,fuel,US,mobile,0,0,510.85,1.0,4.0,630.88,0
TXN0003237,CUST00418,16,464.0,0.0,electronics,US,desktop,0,0,144.0,0.0,1.0,253.61,0
TXN0003238,CUST00405,12,1002.0,0.0,grocery,US,desktop,0,0,128.27,1.0,1.0,96.54,0
TXN0003239,CUST00938,23,1192.0,0.0,online_services,US,desktop,0,1,187.18,0.0,5.0,283.28,0
TXN0003240,CUST00142,17,1130.0,0.0,electronics,US,desktop,0,0,106.65,0.0,4.0,390.96,0
TXN0003241,CUST00341,21,45.0,0.0,grocery,UK,desktop,1,0,365.36,4.0,5.0,348.03,0
TXN0003242,CUST00315,12,1350.0,0.0,grocery,US,mobile,0,0,1297.9,0.0,0.0,584.85,0
TXN0003243,CUST00100,16,620.0,0.0,travel,US,mobile,0,1,101.17,0.0,1.0,227.73,0
TXN0003244,CUST00243,4,102.0,0.0,fashion,UK,desktop,1,0,735.01,3.0,8.0,705.31,1
TXN0003245,CUST00489,10,289.0,0.0,travel,US,mobile,0,1,151.57,1.0,0.0,488.54,0
TXN0003246,CUST00011,6,2047.0,0.0,,US,mobile,0,0,152.18,2.0,2.0,500.34,0
TXN0003247,CUST00238,9,124.0,0.0,online_services,IN,mobile,1,1,98.18,4.0,8.0,296.28,1
TXN0003248,CUST00560,16,398.0,0.0,electronics,US,mobile,0,0,321.94,1.0,3.0,414.13,0
TXN0003249,CUST00041,14,865.0,2.0,electronics,US,mobile,0,0,247.5,2.0,10.0,343.18,0
TXN0003250,CUST00677,17,813.0,0.0,restaurant,AU,mobile,1,0,167.47,1.0,1.0,154.11,0
TXN0003251,CUST00593,22,984.0,0.0,fuel,IN,mobile,1,0,594.12,1.0,4.0,531.86,0
TXN0003252,CUST00428,21,535.0,0.0,online_services,US,mobile,0,1,854.84,1.0,1.0,336.57,0
TXN0003253,CUST00802,18,1553.0,0.0,fuel,CA,mobile,1,0,114.42,0.0,2.0,435.22,0
TXN0003254,CUST00157,1,179.0,0.0,travel,CA,mobile,1,1,668.86,4.0,12.0,402.98,1
TXN0003255,CUST00215,3,208.0,0.0,travel,US,mobile,0,1,218.43,2.0,6.0,234.03,0
TXN0003256,CUST00669,2,249.0,0.0,fuel,UK,desktop,1,0,75.4,2.0,5.0,426.97,0
TXN0003257,CUST00461,6,1328.0,0.0,travel,US,mobile,0,1,154.61,0.0,4.0,536.17,0
TXN0003258,CUST00133,23,792.0,3.0,restaurant,US,desktop,0,0,391.12,5.0,5.0,1119.13,0
TXN0003259,CUST00066,17,201.0,0.0,online_services,UK,mobile,1,1,361.75,3.0,6.0,208.5,0
TXN0003260,CUST00847,9,401.0,1.0,online_services,US,mobile,0,1,1125.55,2.0,4.0,669.99,0
TXN0003261,CUST00006,6,719.0,0.0,travel,AU,mobile,1,1,270.18,2.0,5.0,461.64,0
TXN0003262,CUST00947,7,433.0,0.0,travel,CA,mobile,1,1,206.67,3.0,5.0,269.49,0
TXN0003263,CUST00525,5,1335.0,1.0,online_services,AU,mobile,1,1,2562.21,3.0,10.0,548.5,1
TXN0003264,CUST00072,21,277.0,0.0,fuel,US,desktop,0,0,240.47,2.0,2.0,314.78,0
TXN0003265,CUST00398,0,1089.0,0.0,online_services,US,desktop,0,1,541.75,2.0,8.0,376.6,0
TXN0003266,CUST00404,3,698.0,0.0,fuel,CA,mobile,1,0,392.19,3.0,7.0,778.79,0
TXN0003267,CUST00674,13,485.0,0.0,travel,US,mobile,0,1,276.5,0.0,0.0,366.97,0
TXN0003268,CUST00577,16,91.0,0.0,travel,US,desktop,0,1,498.44,2.0,2.0,552.43,0
TXN0003269,CUST00858,19,666.0,0.0,fuel,CA,mobile,1,0,191.24,1.0,3.0,256.6,0
